,text,cmp_code
2221,The Bundeswehr's missions must be legitimized by a mandate from the UN Security Council and a constitutive resolution of the German Bundestag and integrated into an overall political concept.,107
2222,- Modernizing the Bundeswehr.,104
2223,We want to actively drive forward the transformation process of the Bundeswehr and continue to shape the transformation in a socially responsible manner.,104
2224,"In particular, this means ensuring that the Bundeswehr is equipped to perform well and is fit for the future,",104
2225,"raising social standards for service and the accommodation of servicemen and women and adapting them to a modern image of the family,",104
2226,"and taking appropriate measures to make service in the Bundeswehr more attractive, including reforming the pay structure.",104
2227,We advocate ending the legal dispute over the future use of Kyritz-Ruppiner Heide and refraining from military use.,105
2228,"At the same time, we advocate keeping the burden on the population at the Bundeswehr's other air-ground firing ranges as low as possible, reducing it further where possible and ensuring that the burden is shared fairly.",105
2229,We support a European solution for the exercise capabilities of the European NATO air forces.,108
2230,- Further develop conscription.,104
2231,"We are committed to the further development of compulsory military service, which, while retaining conscription, combines the possibility of flexibly meeting the demand for the necessary Bundeswehr personnel with a strengthening of voluntary commitment to the Bundeswehr.",104
2232,"In future, we aim to call up for service in the armed forces only those who have previously declared their willingness to serve in the Bundeswehr.",105
2233,III A majority in solidarity for Germany,NA
2234,"This year, Germany is setting the course for the next decade.",305
